season,athlete_id,athlete_display_name,team_id,ncaa_id_team,standardized_team_name,team,possible_team_name,team_state_long,team_state,conference_short_name,conference_name,groups_id_wehoop_espn,games_played,first_game,last_game
2026,5238289,Mackenly Randolph,97,367,Louisville,Louisville,Louisville,Kentucky,KY,ACC,Atlantic Coast Conference,2,26,2025-11-04,2026-02-08
2026,5312383,Peyton Bradley,97,367,Louisville,Louisville,Louisville,Kentucky,KY,ACC,Atlantic Coast Conference,2,26,2025-11-04,2026-02-08
2026,5238293,Reagan Bender,97,367,Louisville,Louisville,Louisville,Kentucky,KY,ACC,Atlantic Coast Conference,2,26,2025-11-04,2026-02-08
2026,5238290,Rebekah Graves,97,367,Louisville,Louisville,Louisville,Kentucky,KY,ACC,Atlantic Coast Conference,2,26,2025-11-04,2026-02-08
2026,5106166,Reyna Scott,97,367,Louisville,Louisville,Louisville,Kentucky,KY,ACC,Atlantic Coast Conference,2,26,2025-11-04,2026-02-08
2026,5175869,Skylar Jones,97,367,Louisville,Louisville,Louisville,Kentucky,KY,ACC,Atlantic Coast Conference,2,26,2025-11-04,2026-02-08
2026,5238294,Tajianna Roberts,97,367,Louisville,Louisville,Louisville,Kentucky,KY,ACC,Atlantic Coast Conference,2,26,2025-11-04,2026-02-08
2026,5312382,Yevheniia Putra,97,367,Louisville,Louisville,Louisville,Kentucky,KY,ACC,Atlantic Coast Conference,2,26,2025-11-04,2026-02-08
2026,5312398,Adelaide Jernigan,152,490,NC State,NC State,NC State,North Carolina,NC,ACC,Atlantic Coast Conference,2,24,2025-11-04,2026-02-08
2026,5312397,Destiny Lunan,152,490,NC State,NC State,NC State,North Carolina,NC,ACC,Atlantic Coast Conference,2,24,2025-11-04,2026-02-08
2026,5238298,Devyn Quigley,152,490,NC State,NC State,NC State,North Carolina,NC,ACC,Atlantic Coast Conference,2,24,2025-11-04,2026-02-08
2026,5174309,Khamil Pierre,152,490,NC State,NC State,NC State,North Carolina,NC,ACC,Atlantic Coast Conference,2,24,2025-11-04,2026-02-08
2026,5238299,Lorena Awou,152,490,NC State,NC State,NC State,North Carolina,NC,ACC,Atlantic Coast Conference,2,22,2025-11-04,2026-02-02
2026,5174354,Maddie Cox,152,490,NC State,NC State,NC State,North Carolina,NC,ACC,Atlantic Coast Conference,2,24,2025-11-04,2026-02-08
2026,5174357,Mallory Collier,152,490,NC State,NC State,NC State,North Carolina,NC,ACC,Atlantic Coast Conference,2,24,2025-11-04,2026-02-08
2026,5174492,Qadence Samuels,152,490,NC State,NC State,NC State,North Carolina,NC,ACC,Atlantic Coast Conference,2,24,2025-11-04,2026-02-08
2026,5238301,Tilda Trygger,152,490,NC State,NC State,NC State,North Carolina,NC,ACC,Atlantic Coast Conference,2,24,2025-11-04,2026-02-08
2026,5238300,Zamareya Jones,152,490,NC State,NC State,NC State,North Carolina,NC,ACC,Atlantic Coast Conference,2,24,2025-11-04,2026-02-08
2026,5174356,Zoe Brooks,152,490,NC State,NC State,NC State,North Carolina,NC,ACC,Atlantic Coast Conference,2,24,2025-11-04,2026-02-08
2026,5238304,Blanca Thomas,153,457,North Carolina,North Carolina,UNC,North Carolina,NC,ACC,Atlantic Coast Conference,2,25,2025-11-03,2026-02-08
2026,5174425,Ciera Toomey,153,457,North Carolina,North Carolina,UNC,North Carolina,NC,ACC,Atlantic Coast Conference,2,25,2025-11-03,2026-02-08
2026,5239704,Elina Aarnisalo,153,457,North Carolina,North Carolina,UNC,North Carolina,NC,ACC,Atlantic Coast Conference,2,25,2025-11-03,2026-02-08
2026,5105740,Indya Nivar,153,457,North Carolina,North Carolina,UNC,North Carolina,NC,ACC,Atlantic Coast Conference,2,25,2025-11-03,2026-02-08
2026,5238303,Jordan Zubich,153,457,North Carolina,North Carolina,UNC,North Carolina,NC,ACC,Atlantic Coast Conference,2,25,2025-11-03,2026-02-08
2026,5174422,Laila Hull,153,457,North Carolina,North Carolina,UNC,North Carolina,NC,ACC,Atlantic Coast Conference,2,25,2025-11-03,2026-02-08
2026,5238302,Lanie Grant,153,457,North Carolina,North Carolina,UNC,North Carolina,NC,ACC,Atlantic Coast Conference,2,25,2025-11-03,2026-02-08
2026,5312401,Liza Astakhova,153,457,North Carolina,North Carolina,UNC,North Carolina,NC,ACC,Atlantic Coast Conference,2,25,2025-11-03,2026-02-08
2026,5312402,Nyla Brooks,153,457,North Carolina,North Carolina,UNC,North Carolina,NC,ACC,Atlantic Coast Conference,2,25,2025-11-03,2026-02-08
2026,4565510,Nyla Harris,153,457,North Carolina,North Carolina,UNC,North Carolina,NC,ACC,Atlantic Coast Conference,2,25,2025-11-03,2026-02-08
2026,5174423,Reniya Kelly,153,457,North Carolina,North Carolina,UNC,North Carolina,NC,ACC,Atlantic Coast Conference,2,25,2025-11-03,2026-02-08
2026,5174424,Sydney Barker,153,457,North Carolina,North Carolina,UNC,North Carolina,NC,ACC,Atlantic Coast Conference,2,25,2025-11-03,2026-02-08
2026,5312403,Taissa Queiroz,153,457,North Carolina,North Carolina,UNC,North Carolina,NC,ACC,Atlantic Coast Conference,2,25,2025-11-03,2026-02-08
2026,5312400,Taliyah Henderson,153,457,North Carolina,North Carolina,UNC,North Carolina,NC,ACC,Atlantic Coast Conference,2,25,2025-11-03,2026-02-08
2026,5095015,Bella Tehrani,87,513,Notre Dame,Notre Dame,Notre Dame,Indiana,IN,ACC,Atlantic Coast Conference,2,24,2025-11-05,2026-02-08
2026,5122345,Cassandre Prosper,87,513,Notre Dame,Notre Dame,Notre Dame,Indiana,IN,ACC,Atlantic Coast Conference,2,24,2025-11-05,2026-02-08
2026,4898411,Gisela Sanchez,87,513,Notre Dame,Notre Dame,Notre Dame,Indiana,IN,ACC,Atlantic Coast Conference,2,24,2025-11-05,2026-02-08
2026,5174674,Hannah Hidalgo,87,513,Notre Dame,Notre Dame,Notre Dame,Indiana,IN,ACC,Atlantic Coast Conference,2,24,2025-11-05,2026-02-08
2026,4433536,Iyana Moore,87,513,Notre Dame,Notre Dame,Notre Dame,Indiana,IN,ACC,Atlantic Coast Conference,2,24,2025-11-05,2026-02-08
2026,5312309,Jordyn Smith,87,513,Notre Dame,Notre Dame,Notre Dame,Indiana,IN,ACC,Atlantic Coast Conference,2,24,2025-11-05,2026-02-08
2026,4565508,KK Bransford,87,513,Notre Dame,Notre Dame,Notre Dame,Indiana,IN,ACC,Atlantic Coast Conference,2,24,2025-11-05,2026-02-08
2026,5109222,Kelly Ratigan,87,513,Notre Dame,Notre Dame,Notre Dame,Indiana,IN,ACC,Atlantic Coast Conference,2,24,2025-11-05,2026-02-08
2026,5312310,Leah Macy,87,513,Notre Dame,Notre Dame,Notre Dame,Indiana,IN,ACC,Atlantic Coast Conference,2,24,2025-11-05,2026-02-08
2026,5259684,Luci Jensen,87,513,Notre Dame,Notre Dame,Notre Dame,Indiana,IN,ACC,Atlantic Coast Conference,2,24,2025-11-05,2026-02-08
2026,4433530,Malaya Cowles,87,513,Notre Dame,Notre Dame,Notre Dame,Indiana,IN,ACC,Atlantic Coast Conference,2,24,2025-11-05,2026-02-08
2026,4702867,Vanessa de Jesus,87,513,Notre Dame,Notre Dame,Notre Dame,Indiana,IN,ACC,Atlantic Coast Conference,2,24,2025-11-05,2026-02-08
2026,5106832,Anaya Brown,2567,663,SMU,SMU,Southern Methodist,Texas,TX,ACC,Atlantic Coast Conference,2,24,2025-11-04,2026-02-08
2026,5108566,Ayanna Thompson,2567,663,SMU,SMU,Southern Methodist,Texas,TX,ACC,Atlantic Coast Conference,2,24,2025-11-04,2026-02-08
2026,5175402,Elise Hill,2567,663,SMU,SMU,Southern Methodist,Texas,TX,ACC,Atlantic Coast Conference,2,24,2025-11-04,2026-02-08
2026,5312412,Elizaveta Filchagina,2567,663,SMU,SMU,Southern Methodist,Texas,TX,ACC,Atlantic Coast Conference,2,24,2025-11-04,2026-02-08
2026,4691703,Grace Hall,2567,663,SMU,SMU,Southern Methodist,Texas,TX,ACC,Atlantic Coast Conference,2,24,2025-11-04,2026-02-08
2026,5312411,Jazzy Gipson,2567,663,SMU,SMU,Southern Methodist,Texas,TX,ACC,Atlantic Coast Conference,2,24,2025-11-04,2026-02-08
2026,4433537,Jzaniya Harriel,2567,663,SMU,SMU,Southern Methodist,Texas,TX,ACC,Atlantic Coast Conference,2,24,2025-11-04,2026-02-08
2026,5108052,Kyla Deck,2567,663,SMU,SMU,Southern Methodist,Texas,TX,ACC,Atlantic Coast Conference,2,24,2025-11-04,2026-02-08
2026,5239442,Mailien Rolf,2567,663,SMU,SMU,Southern Methodist,Texas,TX,ACC,Atlantic Coast Conference,2,24,2025-11-04,2026-02-08
2026,4899220,Miriam Ibezim,2567,663,SMU,SMU,Southern Methodist,Texas,TX,ACC,Atlantic Coast Conference,2,24,2025-11-04,2026-02-08
2026,4698732,Paulina Paris,2567,663,SMU,SMU,Southern Methodist,Texas,TX,ACC,Atlantic Coast Conference,2,24,2025-11-04,2026-02-08
2026,5312413,Roxy White,2567,663,SMU,SMU,Southern Methodist,Texas,TX,ACC,Atlantic Coast Conference,2,24,2025-11-04,2026-02-08
2026,5174286,Sahnya Jah,2567,663,SMU,SMU,Southern Methodist,Texas,TX,ACC,Atlantic Coast Conference,2,24,2025-11-04,2026-02-08
2026,4704510,Tyi Skinner,2567,663,SMU,SMU,Southern Methodist,Texas,TX,ACC,Atlantic Coast Conference,2,24,2025-11-04,2026-02-08
2026,5239494,Zahra King,2567,663,SMU,SMU,Southern Methodist,Texas,TX,ACC,Atlantic Coast Conference,2,24,2025-11-04,2026-02-08
2026,5312416,Alexandra Eschmeyer,24,674,Stanford,Stanford,Stanford,California,CA,ACC,Atlantic Coast Conference,2,25,2025-11-03,2026-02-08
2026,5312418,Carly Amborn,24,674,Stanford,Stanford,Stanford,California,CA,ACC,Atlantic Coast Conference,2,25,2025-11-03,2026-02-08
2026,5175935,Chloe Clardy,24,674,Stanford,Stanford,Stanford,California,CA,ACC,Atlantic Coast Conference,2,25,2025-11-03,2026-02-08
2026,5175936,Courtney Ogden,24,674,Stanford,Stanford,Stanford,California,CA,ACC,Atlantic Coast Conference,2,25,2025-11-03,2026-02-08
2026,5312414,Hailee Swain,24,674,Stanford,Stanford,Stanford,California,CA,ACC,Atlantic Coast Conference,2,25,2025-11-03,2026-02-08
2026,5238310,Harper Peterson,24,674,Stanford,Stanford,Stanford,California,CA,ACC,Atlantic Coast Conference,2,25,2025-11-03,2026-02-08
2026,5238311,Kennedy Umeh,24,674,Stanford,Stanford,Stanford,California,CA,ACC,Atlantic Coast Conference,2,25,2025-11-03,2026-02-08
2026,5312419,Lara Somfai,24,674,Stanford,Stanford,Stanford,California,CA,ACC,Atlantic Coast Conference,2,25,2025-11-03,2026-02-08
2026,5105738,Lauren Green,24,674,Stanford,Stanford,Stanford,California,CA,ACC,Atlantic Coast Conference,2,25,2025-11-03,2026-02-08
2026,5175723,Mary Ashley Stevenson,24,674,Stanford,Stanford,Stanford,California,CA,ACC,Atlantic Coast Conference,2,25,2025-11-03,2026-02-08
2026,5312420,Nora Ezike,24,674,Stanford,Stanford,Stanford,California,CA,ACC,Atlantic Coast Conference,2,25,2025-11-03,2026-02-08
2026,5175934,Nunu Agara,24,674,Stanford,Stanford,Stanford,California,CA,ACC,Atlantic Coast Conference,2,25,2025-11-03,2026-02-08
2026,5238309,Shay Ijiwoye,24,674,Stanford,Stanford,Stanford,California,CA,ACC,Atlantic Coast Conference,2,25,2025-11-03,2026-02-08
2026,5105741,Stavi Papadaki,24,674,Stanford,Stanford,Stanford,California,CA,ACC,Atlantic Coast Conference,2,25,2025-11-03,2026-02-08
2026,5105739,Talana Lepolo,24,674,Stanford,Stanford,Stanford,California,CA,ACC,Atlantic Coast Conference,2,25,2025-11-03,2026-02-08
2026,5174266,Angelica Velez,183,688,Syracuse,Syracuse,Syracuse,New York,NY,ACC,Atlantic Coast Conference,2,24,2025-11-04,2026-02-08
2026,5174421,Aurora Almón,183,688,Syracuse,Syracuse,Syracuse,New York,NY,ACC,Atlantic Coast Conference,2,24,2025-11-04,2026-02-08
2026,5312421,Camdyn Nelson,183,688,Syracuse,Syracuse,Syracuse,New York,NY,ACC,Atlantic Coast Conference,2,24,2025-11-04,2026-02-08
2026,4711802,Dominique Darius,183,688,Syracuse,Syracuse,Syracuse,New York,NY,ACC,Atlantic Coast Conference,2,24,2025-11-04,2026-02-08
2026,5312423,Jasmyn Cooper,183,688,Syracuse,Syracuse,Syracuse,New York,NY,ACC,Atlantic Coast Conference,2,24,2025-11-04,2026-02-08
2026,5105723,Journey Thompson,183,688,Syracuse,Syracuse,Syracuse,New York,NY,ACC,Atlantic Coast Conference,2,24,2025-11-04,2026-02-08
2026,5312422,Justus Fitzgerald,183,688,Syracuse,Syracuse,Syracuse,New York,NY,ACC,Atlantic Coast Conference,2,24,2025-11-04,2026-02-08
2026,5238312,Keira Scott,183,688,Syracuse,Syracuse,Syracuse,New York,NY,ACC,Atlantic Coast Conference,2,24,2025-11-04,2026-02-08
2026,4433541,Laila Phelia,183,688,Syracuse,Syracuse,Syracuse,New York,NY,ACC,Atlantic Coast Conference,2,24,2025-11-04,2026-02-08
2026,5194083,Madeline Potts,183,688,Syracuse,Syracuse,Syracuse,New York,NY,ACC,Atlantic Coast Conference,2,24,2025-11-04,2026-02-08
2026,5238313,Olivia Schmitt,183,688,Syracuse,Syracuse,Syracuse,New York,NY,ACC,Atlantic Coast Conference,2,24,2025-11-04,2026-02-08
2026,5105397,Oyindamola Akinbolawa,183,688,Syracuse,Syracuse,Syracuse,New York,NY,ACC,Atlantic Coast Conference,2,24,2025-11-04,2026-02-08
2026,5238314,Shy Hawkins,183,688,Syracuse,Syracuse,Syracuse,New York,NY,ACC,Atlantic Coast Conference,2,24,2025-11-04,2026-02-08
2026,5174431,Sophie Burrows,183,688,Syracuse,Syracuse,Syracuse,New York,NY,ACC,Atlantic Coast Conference,2,24,2025-11-04,2026-02-08
2026,5312424,Uche Izoje,183,688,Syracuse,Syracuse,Syracuse,New York,NY,ACC,Atlantic Coast Conference,2,24,2025-11-04,2026-02-08
2026,5239477,Adeang Ring,258,746,Virginia,Virginia,Virginia,Virginia,VA,ACC,Atlantic Coast Conference,2,24,2025-11-04,2026-02-08
2026,5238318,Breona Hurd,258,746,Virginia,Virginia,Virginia,Virginia,VA,ACC,Atlantic Coast Conference,2,24,2025-11-04,2026-02-08
2026,4704495,Caitlin Weimar,258,746,Virginia,Virginia,Virginia,Virginia,VA,ACC,Atlantic Coast Conference,2,24,2025-11-04,2026-02-08
2026,4704396,Danelle Arigbabu,258,746,Virginia,Virginia,Virginia,Virginia,VA,ACC,Atlantic Coast Conference,2,24,2025-11-04,2026-02-08
2026,5312434,Gabby White,258,746,Virginia,Virginia,Virginia,Virginia,VA,ACC,Atlantic Coast Conference,2,24,2025-11-04,2026-02-08
2026,4683032,Jillian Brown,258,746,Virginia,Virginia,Virginia,Virginia,VA,ACC,Atlantic Coast Conference,2,24,2025-11-04,2026-02-08
2026,5174436,Kymora Johnson,258,746,Virginia,Virginia,Virginia,Virginia,VA,ACC,Atlantic Coast Conference,2,24,2025-11-04,2026-02-08
2026,5174434,Olivia McGhee,258,746,Virginia,Virginia,Virginia,Virginia,VA,ACC,Atlantic Coast Conference,2,24,2025-11-04,2026-02-08
2026,5105715,Paris Clark,258,746,Virginia,Virginia,Virginia,Virginia,VA,ACC,Atlantic Coast Conference,2,24,2025-11-04,2026-02-08
2026,5238279,Raiane Dias Dos Santos,258,746,Virginia,Virginia,Virginia,Virginia,VA,ACC,Atlantic Coast Conference,2,24,2025-11-04,2026-02-08
2026,4703785,Romi Levy,258,746,Virginia,Virginia,Virginia,Virginia,VA,ACC,Atlantic Coast Conference,2,24,2025-11-04,2026-02-08
2026,4565520,Sa'Myah Smith,258,746,Virginia,Virginia,Virginia,Virginia,VA,ACC,Atlantic Coast Conference,2,24,2025-11-04,2026-02-08
2026,4698733,Tabitha Amanze,258,746,Virginia,Virginia,Virginia,Virginia,VA,ACC,Atlantic Coast Conference,2,24,2025-11-04,2026-02-08
2026,5312437,Amani Jenkins,259,742,Virginia Tech,Virginia Tech,Virginia Tech,Virginia,VA,ACC,Atlantic Coast Conference,2,25,2025-11-04,2026-02-08
2026,5312438,Aniya Trent,259,742,Virginia Tech,Virginia Tech,Virginia Tech,Virginia,VA,ACC,Atlantic Coast Conference,2,25,2025-11-04,2026-02-08
2026,4683000,Carleigh Wenzel,259,742,Virginia Tech,Virginia Tech,Virginia Tech,Virginia,VA,ACC,Atlantic Coast Conference,2,25,2025-11-04,2026-02-08
2026,5174440,Carys Baker,259,742,Virginia Tech,Virginia Tech,Virginia Tech,Virginia,VA,ACC,Atlantic Coast Conference,2,25,2025-11-04,2026-02-08
2026,5312436,Kate Sears,259,742,Virginia Tech,Virginia Tech,Virginia Tech,Virginia,VA,ACC,Atlantic Coast Conference,2,25,2025-11-04,2026-02-08
2026,5238322,Kayl Petersen,259,742,Virginia Tech,Virginia Tech,Virginia Tech,Virginia,VA,ACC,Atlantic Coast Conference,2,25,2025-11-04,2026-02-08
2026,5106171,Kilah Freelon,259,742,Virginia Tech,Virginia Tech,Virginia Tech,Virginia,VA,ACC,Atlantic Coast Conference,2,25,2025-11-04,2026-02-08
2026,5238319,Leila Wells,259,742,Virginia Tech,Virginia Tech,Virginia Tech,Virginia,VA,ACC,Atlantic Coast Conference,2,25,2025-11-04,2026-02-08
2026,5174438,Mackenzie Nelson,259,742,Virginia Tech,Virginia Tech,Virginia Tech,Virginia,VA,ACC,Atlantic Coast Conference,2,25,2025-11-04,2026-02-08
2026,4899059,Mel Daley,259,742,Virginia Tech,Virginia Tech,Virginia Tech,Virginia,VA,ACC,Atlantic Coast Conference,2,25,2025-11-04,2026-02-08
2026,5174441,Samyha Suffren,259,742,Virginia Tech,Virginia Tech,Virginia Tech,Virginia,VA,ACC,Atlantic Coast Conference,2,25,2025-11-04,2026-02-08
2026,5175725,Sophie Swanson,259,742,Virginia Tech,Virginia Tech,Virginia Tech,Virginia,VA,ACC,Atlantic Coast Conference,2,25,2025-11-04,2026-02-08
2026,5312435,Spela Brecelj,259,742,Virginia Tech,Virginia Tech,Virginia Tech,Virginia,VA,ACC,Atlantic Coast Conference,2,25,2025-11-04,2026-02-08
2026,5240395,Alicia Newell,257,575,Richmond,Richmond,Richmond,Virginia,VA,Atlantic 10,Atlantic 10 Conference,3,24,2025-11-04,2026-02-07
2026,5174384,Ally Sweeney,257,575,Richmond,Richmond,Richmond,Virginia,VA,Atlantic 10,Atlantic 10 Conference,3,24,2025-11-04,2026-02-07
2026,5315269,Aneisha Scott,257,575,Richmond,Richmond,Richmond,Virginia,VA,Atlantic 10,Atlantic 10 Conference,3,24,2025-11-04,2026-02-07
2026,5240397,Annika Manthy,257,575,Richmond,Richmond,Richmond,Virginia,VA,Atlantic 10,Atlantic 10 Conference,3,24,2025-11-04,2026-02-07
2026,5315268,Ava Persichetti,257,575,Richmond,Richmond,Richmond,Virginia,VA,Atlantic 10,Atlantic 10 Conference,3,24,2025-11-04,2026-02-07
2026,5107502,Jada Green,257,575,Richmond,Richmond,Richmond,Virginia,VA,Atlantic 10,Atlantic 10 Conference,3,24,2025-11-04,2026-02-07
2026,5107506,Maggie Doogan,257,575,Richmond,Richmond,Richmond,Virginia,VA,Atlantic 10,Atlantic 10 Conference,3,24,2025-11-04,2026-02-07
