athlete_id,athlete_display_name,team_id,team_name,team_display_name,team_location,athlete_position_name,athlete_position_abbreviation,games_played,minutes,field_goals_made,field_goals_attempted,three_point_field_goals_made,three_point_field_goals_attempted,free_throws_made,free_throws_attempted,offensive_rebounds,defensive_rebounds,rebounds,assists,steals,blocks,turnovers,fouls,points,games_started,team_score,opponent_team_score,minutes_per_game,points_per_game,rebounds_per_game,assists_per_game,steals_per_game,blocks_per_game,turnovers_per_game,points_per_40,rebounds_per_40,assists_per_40,steals_per_40,blocks_per_40,turnovers_per_40,fg_pct,three_pt_pct,ft_pct,efg_pct,ts_pct,best_ap_rank,is_ap_top25,height_inches,class_year,roster_position,previous_school,is_redshirt,conference,division,team_state,hometown_clean,state_clean,country_clean,year_numeric,is_transfer,team_state_long,is_homestate_transfer,is_hometown_transfer
4433411.0,Angela Dugalic,26,Bruins,UCLA Bruins,UCLA,Forward,F,38,904.0,136.0,271.0,29.0,89.0,40.0,54.0,62.0,152.0,214.0,82.0,42.0,24.0,70.0,76.0,341.0,3,83.9,56.4,23.8,9.0,5.6,2.2,1.1,0.6,1.8,15.1,9.5,3.6,1.9,1.1,3.1,50.2,32.6,74.1,55.5,57.8,1.0,True,76.0,Graduate Student,FORWARD,Oregon,False,Pac-12,I,CA,"DES PLAINES, ILL",IL,USA,5.0,True,California,False,False
4433419.0,Alli Campbell,2217,Stags,Fairfield Stags,Fairfield,Guard,G,24,342.0,20.0,63.0,5.0,18.0,17.0,18.0,16.0,28.0,44.0,22.0,13.0,2.0,13.0,29.0,62.0,5,75.5,53.6,14.2,2.6,1.8,0.9,0.5,0.1,0.5,7.3,5.1,2.6,1.5,0.2,1.5,31.7,27.8,94.4,35.7,43.7,11.0,True,72.0,Graduate Student,GUARD,Penn State,False,MAAC,I,CT,"ALTOONA, PA",PA,USA,5.0,True,,False,False
4433420.0,Maddie Scherr,2628,Horned Frogs,TCU Horned Frogs,TCU,Guard,G,20,464.0,34.0,88.0,28.0,73.0,11.0,14.0,5.0,58.0,63.0,59.0,22.0,17.0,18.0,42.0,107.0,18,79.6,54.2,23.2,5.4,3.2,3.0,1.1,0.8,0.9,9.2,5.4,5.1,1.9,1.5,1.6,38.6,38.4,78.6,54.5,56.8,3.0,True,70.0,Graduate Student,GUARD,Kentucky / Oregon,False,Big 12,I,TX,"FLORENCE, KY",KY,USA,5.0,True,Texas,False,False
4433434.0,Jana Van Gytenbeek,239,Bears,Baylor Bears,Baylor,Guard,G,34,1088.0,83.0,231.0,48.0,136.0,38.0,52.0,7.0,76.0,83.0,200.0,35.0,2.0,96.0,66.0,252.0,34,70.6,60.3,32.0,7.4,2.4,5.9,1.0,0.1,2.8,9.3,3.1,7.4,1.3,0.1,3.5,35.9,35.3,73.1,46.3,49.6,6.0,True,67.0,Graduate Student,GUARD,Stanford,False,Big 12,I,TX,"GREENWOOD VILLAGE, COLO",CO,USA,5.0,True,Texas,False,False
4433453.0,Emily Snoddy,2535,Bulldogs,Samford Bulldogs,Samford,Center,C,28,480.0,60.0,118.0,0.0,0.0,31.0,50.0,41.0,116.0,157.0,26.0,9.0,43.0,36.0,63.0,151.0,27,58.7,63.5,17.1,5.4,5.6,0.9,0.3,1.5,1.3,12.6,13.1,2.2,0.8,3.6,3.0,50.8,,62.0,50.8,53.9,16.0,True,77.0,Senior,CENTER,,True,SoCon,I,AL,"HUNSTVILLE, ALA",AL,USA,4.0,False,,False,False
4433517.0,Latasha Lattimore,145,Rebels,Ole Miss Rebels,Ole Miss,Forward,F,36,955.0,145.0,301.0,15.0,47.0,86.0,121.0,81.0,141.0,222.0,38.0,21.0,74.0,76.0,49.0,391.0,19,75.2,62.2,26.5,10.9,6.2,1.1,0.6,2.1,2.1,16.4,9.3,1.6,0.9,3.1,3.2,48.2,31.9,71.1,50.7,55.2,5.0,True,,Senior,FORWARD,Virginia,False,SEC,I,MS,"TORONTO, ONTARIO",,CANADA,4.0,True,Mississippi,False,False
4433518.0,Payton Verhulst,201,Sooners,Oklahoma Sooners,Oklahoma,Guard,G,34,1044.0,157.0,379.0,51.0,170.0,43.0,53.0,58.0,128.0,186.0,103.0,50.0,31.0,59.0,57.0,408.0,34,85.9,68.6,30.7,12.0,5.5,3.0,1.5,0.9,1.7,15.6,7.1,3.9,1.9,1.2,2.3,41.4,30.0,81.1,48.2,50.7,4.0,True,73.0,Senior,GUARD,Louisville,True,Big 12,I,OK,"DE SOTO, KAN",KS,USA,4.0,True,Oklahoma,False,False
4433523.0,Rori Harmon,251,Longhorns,Texas Longhorns,Texas,Guard,G,39,1153.0,133.0,294.0,13.0,29.0,49.0,69.0,15.0,118.0,133.0,246.0,109.0,6.0,65.0,54.0,328.0,39,83.9,55.8,29.6,8.4,3.4,6.3,2.8,0.2,1.7,11.4,4.6,8.5,3.8,0.2,2.3,45.2,44.8,71.0,47.4,50.6,1.0,True,66.0,Graduate Student,GUARD,,False,Big 12,I,TX,"HOUSTON, TEXAS",TX,USA,5.0,False,Texas,False,False
4433526.0,Jada Malone,2641,Lady Raiders,Texas Tech Lady Raiders,Texas Tech,Forward,F,34,519.0,88.0,146.0,0.0,0.0,63.0,82.0,50.0,67.0,117.0,25.0,19.0,6.0,54.0,95.0,239.0,1,70.8,59.1,15.3,7.0,3.4,0.7,0.6,0.2,1.6,18.4,9.0,1.9,1.5,0.5,4.2,60.3,,76.8,60.3,65.6,7.0,True,75.0,Senior,FORWARD,Texas A&M,True,Big 12,I,TX,"SPRING, TEXAS",TX,USA,4.0,True,Texas,True,False
4433530.0,Malaya Cowles,87,Fighting Irish,Notre Dame Fighting Irish,Notre Dame,Forward,F,33,916.0,118.0,227.0,0.0,0.0,25.0,41.0,66.0,110.0,176.0,47.0,55.0,27.0,58.0,97.0,261.0,26,75.2,65.6,27.8,7.9,5.3,1.4,1.7,0.8,1.8,11.4,7.7,2.1,2.4,1.2,2.5,52.0,,61.0,52.0,53.3,6.0,True,75.0,Graduate Student,FORWARD,Wake Forest,False,ACC,I,IN,"WILKESBORO, NC",NC,USA,5.0,True,Indiana,False,False
4433534.0,Caroline Ducharme,41,Huskies,UConn Huskies,UConn,Guard,G,25,185.0,13.0,49.0,4.0,23.0,6.0,8.0,9.0,35.0,44.0,21.0,7.0,5.0,15.0,8.0,36.0,1,88.9,47.8,7.4,1.4,1.8,0.8,0.3,0.2,0.6,7.8,9.5,4.5,1.5,1.1,3.2,26.5,17.4,75.0,30.6,34.3,1.0,True,74.0,Senior,GUARD,,True,Big East,I,CT,"MILTON, MASS",MA,USA,4.0,False,Connecticut,False,False
4433536.0,Iyana Moore,87,Fighting Irish,Notre Dame Fighting Irish,Notre Dame,Guard,G,34,1079.0,131.0,335.0,80.0,215.0,60.0,69.0,9.0,106.0,115.0,45.0,46.0,10.0,57.0,79.0,402.0,23,75.3,65.7,31.7,11.8,3.4,1.3,1.4,0.3,1.7,14.9,4.3,1.7,1.7,0.4,2.1,39.1,37.2,87.0,51.0,55.0,6.0,True,68.0,Graduate Student,GUARD,Vanderbilt,False,ACC,I,IN,"MILWAUKEE, WI",WI,USA,5.0,True,Indiana,False,False
4433541.0,Laila Phelia,183,Orange,Syracuse Orange,Syracuse,Guard,G,32,1012.0,154.0,390.0,42.0,117.0,88.0,103.0,26.0,62.0,88.0,44.0,64.0,7.0,61.0,50.0,438.0,32,73.7,64.7,31.6,13.7,2.8,1.4,2.0,0.2,1.9,17.3,3.5,1.7,2.5,0.3,2.4,39.5,35.9,85.4,44.9,50.3,9.0,True,,Graduate Student,GUARD,Texas,False,ACC,I,NY,"CINCINNATI, OH",OH,USA,5.0,True,New York,False,False
4433542.0,Saylor Poffenbarger,120,Terrapins,Maryland Terrapins,Maryland,Guard,G,31,927.0,106.0,275.0,46.0,149.0,37.0,50.0,39.0,184.0,223.0,100.0,60.0,20.0,66.0,56.0,295.0,31,81.5,66.1,29.9,9.5,7.2,3.2,1.9,0.6,2.1,12.7,9.6,4.3,2.6,0.9,2.8,38.5,30.9,74.0,46.9,49.7,5.0,True,74.0,Senior,GUARD,UConn/Arkansas,True,Big Ten,I,MD,"MIDDLETOWN, MD",MD,USA,4.0,True,Maryland,True,False
4433734.0,Priscilla Williams,294,Dolphins,Jacksonville Dolphins,Jacksonville,Guard,G,31,853.0,139.0,357.0,37.0,130.0,153.0,196.0,55.0,203.0,258.0,74.0,38.0,40.0,114.0,78.0,468.0,30,72.1,68.1,27.5,15.1,8.3,2.4,1.2,1.3,3.7,21.9,12.1,3.5,1.8,1.9,5.3,38.9,28.5,78.1,44.1,52.8,15.0,True,74.0,Graduate Student,GUARD,Oregon,False,ASUN,I,FL,"HOUSTON, TEXAS",TX,USA,5.0,True,,False,False
4433735.0,Kylee Watson,222,Wildcats,Villanova Wildcats,Villanova,Forward,F,25,283.0,21.0,51.0,0.0,3.0,16.0,22.0,15.0,35.0,50.0,22.0,5.0,12.0,24.0,22.0,58.0,4,68.9,61.4,11.3,2.3,2.0,0.9,0.2,0.5,1.0,8.2,7.1,3.1,0.7,1.7,3.4,41.2,0.0,72.7,41.2,47.8,10.0,True,76.0,Graduate Student,FORWARD,Notre Dame,False,Big East,I,PA,"LINWOOD, NJ",NJ,USA,5.0,True,,False,False
4433737.0,Mir McLean,120,Terrapins,Maryland Terrapins,Maryland,Guard,G,32,463.0,59.0,92.0,0.0,0.0,39.0,56.0,64.0,67.0,131.0,24.0,31.0,6.0,27.0,47.0,157.0,8,82.2,63.6,14.5,4.9,4.1,0.8,1.0,0.2,0.8,13.6,11.3,2.1,2.7,0.5,2.3,64.1,,69.6,64.1,67.3,5.0,True,71.0,Graduate Student,GUARD,UConn/Virginia,False,Big Ten,I,MD,"BALTIMORE, MD",MD,USA,5.0,True,Maryland,True,False
4433790.0,Azzi Fudd,41,Huskies,UConn Huskies,UConn,Guard,G,39,1123.0,257.0,534.0,117.0,262.0,42.0,44.0,29.0,72.0,101.0,122.0,98.0,18.0,58.0,32.0,673.0,39,86.8,50.4,28.8,17.3,2.6,3.1,2.5,0.5,1.5,24.0,3.6,4.3,3.5,0.6,2.1,48.1,44.7,95.5,59.1,60.8,1.0,True,71.0,Graduate Student,GUARD,,False,Big East,I,CT,"ARLINGTON, VA",VA,USA,5.0,False,Connecticut,False,False
4433791.0,Olivia Miles,2628,Horned Frogs,TCU Horned Frogs,TCU,Guard,G,38,1344.0,268.0,557.0,73.0,208.0,135.0,161.0,20.0,253.0,273.0,252.0,68.0,10.0,142.0,79.0,744.0,38,76.8,56.9,35.4,19.6,7.2,6.6,1.8,0.3,3.7,22.1,8.1,7.5,2.0,0.3,4.2,48.1,35.1,83.9,54.7,59.3,3.0,True,70.0,Graduate Student,GUARD,Notre Dame,False,Big 12,I,TX,"PHILLIPSBURG, NJ",NJ,USA,5.0,True,Texas,False,False
4433797.0,Raven Johnson,2579,Gamecocks,South Carolina Gamecocks,South Carolina,Guard,G,40,1144.0,156.0,321.0,41.0,103.0,41.0,50.0,31.0,128.0,159.0,202.0,60.0,25.0,64.0,62.0,394.0,40,85.6,57.8,28.6,9.8,4.0,5.0,1.5,0.6,1.6,13.8,5.6,7.1,2.1,0.9,2.2,48.6,39.8,82.0,55.0,57.4,1.0,True,69.0,Senior,GUARD,,False,SEC,I,SC,"ATLANTA, GA",GA,USA,4.0,False,South Carolina,False,False
4433798.0,Taylor Bigby,2628,Horned Frogs,TCU Horned Frogs,TCU,Guard,G,38,993.0,108.0,245.0,65.0,167.0,31.0,42.0,16.0,71.0,87.0,42.0,27.0,7.0,31.0,48.0,312.0,20,76.8,56.9,26.1,8.2,2.3,1.1,0.7,0.2,0.8,12.6,3.5,1.7,1.1,0.3,1.2,44.1,38.9,73.8,57.3,59.2,3.0,True,73.0,Senior,GUARD,USC / Oregon,True,Big 12,I,TX,"LAS VEGAS, NEV",NV,USA,4.0,True,Texas,False,False
4433799.0,Jersey Wolfenbarger,2633,Lady Volunteers,Tennessee Lady Volunteers,Tennessee,Forward,F,18,144.0,8.0,19.0,0.0,0.0,4.0,9.0,17.0,14.0,31.0,1.0,10.0,9.0,5.0,24.0,20.0,0,79.8,65.6,8.0,1.1,1.7,0.1,0.6,0.5,0.3,5.6,8.6,0.3,2.8,2.5,1.4,42.1,,44.4,42.1,43.6,8.0,True,77.0,Senior,FORWARD,Arkansas/LSU,False,SEC,I,TN,"FORT SMITH, ARK",AR,USA,4.0,True,Tennessee,False,False
4433811.0,Jessica Timmons,333,Crimson Tide,Alabama Crimson Tide,Alabama,Guard,G,35,1118.0,188.0,433.0,74.0,188.0,121.0,143.0,25.0,133.0,158.0,81.0,28.0,1.0,70.0,85.0,571.0,35,70.0,61.6,31.9,16.3,4.5,2.3,0.8,0.0,2.0,20.4,5.7,2.9,1.0,0.0,2.5,43.4,39.4,84.6,52.0,57.6,6.0,True,68.0,Senior,GUARD,NC State,True,SEC,I,AL,"CHARLOTTE, NC",NC,USA,4.0,True,Alabama,False,False
4433985.0,Kylie Feuerbach,2294,Hawkeyes,Iowa Hawkeyes,Iowa,Guard,G,31,892.0,47.0,153.0,29.0,106.0,36.0,42.0,9.0,56.0,65.0,86.0,36.0,14.0,52.0,67.0,159.0,30,75.5,64.8,28.8,5.1,2.1,2.8,1.2,0.5,1.7,7.1,2.9,3.9,1.6,0.6,2.3,30.7,27.4,85.7,40.2,46.4,2.0,True,72.0,Graduate Student,GUARD,Iowa State,False,Big Ten,I,IA,"SYCAMORE, ILL",IL,USA,5.0,True,Iowa,False,False
4433999.0,Sacha Washington,238,Commodores,Vanderbilt Commodores,Vanderbilt,Forward,F,33,766.0,135.0,236.0,0.0,0.0,66.0,95.0,130.0,122.0,252.0,59.0,32.0,25.0,51.0,66.0,336.0,33,84.4,64.8,23.2,10.2,7.6,1.8,1.0,0.8,1.5,17.5,13.2,3.1,1.7,1.3,2.7,57.2,,69.5,57.2,60.5,2.0,True,74.0,Graduate Student,FORWARD,,False,SEC,I,TN,"LAWRENCEVILLE, GA",GA,USA,5.0,False,Tennessee,False,False
4434014.0,Kaiya Wynn,2633,Lady Volunteers,Tennessee Lady Volunteers,Tennessee,Guard,G,8,52.0,2.0,5.0,0.0,0.0,1.0,8.0,4.0,7.0,11.0,4.0,6.0,0.0,2.0,3.0,5.0,0,90.9,45.8,6.5,0.6,1.4,0.5,0.8,0.0,0.2,3.8,8.5,3.1,4.6,0.0,1.5,40.0,,12.5,40.0,29.3,8.0,True,,Senior,GUARD,,True,SEC,I,TN,"NASHVILLE, TENN",TN,USA,4.0,False,Tennessee,False,False
4434019.0,Maryam Dauda,2579,Gamecocks,South Carolina Gamecocks,South Carolina,Forward,F,37,422.0,31.0,70.0,5.0,22.0,37.0,48.0,38.0,70.0,108.0,11.0,11.0,25.0,22.0,37.0,104.0,0,85.8,56.6,11.4,2.8,2.9,0.3,0.3,0.7,0.6,9.9,10.2,1.0,1.0,2.4,2.1,44.3,22.7,77.1,47.9,57.1,1.0,True,76.0,Senior,FORWARD,Arkansas,False,SEC,I,SC,"BENTONVILLE, ARK",AR,USA,4.0,True,South Carolina,False,False
4434020.0,Teonni Key,96,Wildcats,Kentucky Wildcats,Kentucky,Forward,F,28,750.0,125.0,244.0,2.0,15.0,67.0,96.0,77.0,133.0,210.0,33.0,20.0,36.0,56.0,63.0,319.0,28,76.0,60.2,26.8,11.4,7.5,1.2,0.7,1.3,2.0,17.0,11.2,1.8,1.1,1.9,3.0,51.2,13.3,69.8,51.6,55.7,5.0,True,77.0,Senior,FORWARD,North Carolina,False,SEC,I,KY,"CARY, NC",NC,USA,4.0,True,Kentucky,False,False
4565501.0,Janiah Barker,2633,Lady Volunteers,Tennessee Lady Volunteers,Tennessee,Forward,F,27,645.0,133.0,286.0,38.0,104.0,81.0,111.0,56.0,123.0,179.0,33.0,30.0,23.0,71.0,67.0,385.0,20,77.0,68.7,23.9,14.3,6.6,1.2,1.1,0.9,2.6,23.9,11.1,2.0,1.9,1.4,4.4,46.5,36.5,73.0,53.1,57.5,8.0,True,76.0,Senior,FORWARD,Texas A&M/UCLA,False,SEC,I,TN,"MARIETTA, GA",GA,USA,4.0,True,Tennessee,False,False
4565505.0,Kiki Rice,26,Bruins,UCLA Bruins,UCLA,Guard,G,38,1170.0,192.0,392.0,35.0,91.0,148.0,164.0,56.0,167.0,223.0,163.0,57.0,15.0,64.0,67.0,567.0,37,83.9,56.4,30.8,14.9,5.9,4.3,1.5,0.4,1.7,19.4,7.6,5.6,1.9,0.5,2.2,49.0,38.5,90.2,53.4,61.1,1.0,True,71.0,Senior,GUARD,,False,Pac-12,I,CA,"BETHESDA, MD",MD,USA,4.0,False,California,False,False
4565506.0,Londynn Jones,30,Trojans,USC Trojans,USC,Guard,G,32,769.0,110.0,287.0,51.0,156.0,65.0,77.0,9.0,42.0,51.0,52.0,22.0,6.0,60.0,68.0,336.0,16,69.7,64.2,24.0,10.5,1.6,1.6,0.7,0.2,1.9,17.5,2.7,2.7,1.1,0.3,3.1,38.3,32.7,84.4,47.2,52.4,8.0,True,,Senior,GUARD,,False,Pac-12,I,CA,"RIVERSIDE, CALIF",CA,USA,4.0,False,California,False,False
4565508.0,KK Bransford,87,Fighting Irish,Notre Dame Fighting Irish,Notre Dame,Guard,G,24,602.0,71.0,150.0,6.0,22.0,30.0,48.0,36.0,61.0,97.0,31.0,26.0,8.0,42.0,40.0,178.0,9,77.2,63.3,25.1,7.4,4.0,1.3,1.1,0.3,1.8,11.8,6.4,2.1,1.7,0.5,2.8,47.3,27.3,62.5,49.3,52.0,6.0,True,71.0,Senior,GUARD,,False,ACC,I,IN,"CINCINNATI, OH",OH,USA,4.0,False,Indiana,False,False
4565510.0,Nyla Harris,153,Tar Heels,North Carolina Tar Heels,North Carolina,Forward,F,35,833.0,156.0,271.0,2.0,15.0,85.0,108.0,108.0,132.0,240.0,30.0,34.0,10.0,56.0,78.0,399.0,31,74.1,59.4,23.8,11.4,6.9,0.9,1.0,0.3,1.6,19.2,11.5,1.4,1.6,0.5,2.7,57.6,13.3,78.7,57.9,62.6,4.0,True,74.0,Senior,FORWARD,Louisville,False,ACC,I,NC,"ORLANDO, FLA",FL,USA,4.0,True,North Carolina,False,False
4565511.0,Sydney Shaw,277,Mountaineers,West Virginia Mountaineers,West Virginia,Guard,G,35,1117.0,155.0,360.0,95.0,224.0,35.0,45.0,19.0,143.0,162.0,79.0,66.0,14.0,61.0,54.0,440.0,35,76.3,58.4,31.9,12.6,4.6,2.3,1.9,0.4,1.7,15.8,5.8,2.8,2.4,0.5,2.2,43.1,42.4,77.8,56.2,57.9,4.0,True,,Senior,GUARD,,False,Big 12,I,WV,"MIAMI, FLA",FL,USA,4.0,False,West Virginia,False,False
4565512.0,Zyanna Walker,38,Buffaloes,Colorado Buffaloes,Colorado,Guard,G,34,997.0,140.0,331.0,16.0,69.0,89.0,128.0,24.0,119.0,143.0,77.0,70.0,9.0,75.0,61.0,385.0,28,67.5,60.9,29.3,11.3,4.2,2.3,2.1,0.3,2.2,15.4,5.7,3.1,2.8,0.4,3.0,42.3,23.2,69.5,44.7,49.7,10.0,True,,Junior,GUARD,,True,Pac-12,I,CO,"WICHITA, KAN",KS,USA,3.0,False,Colorado,False,False
4565515.0,Tonie Morgan,96,Wildcats,Kentucky Wildcats,Kentucky,Guard,G,36,1244.0,176.0,377.0,21.0,61.0,122.0,167.0,21.0,90.0,111.0,286.0,34.0,22.0,133.0,73.0,495.0,36,74.9,60.9,34.6,13.8,3.1,7.9,0.9,0.6,3.7,15.9,3.6,9.2,1.1,0.7,4.3,46.7,34.4,73.1,49.5,54.9,5.0,True,69.0,Senior,GUARD,Georgia Tech,False,SEC,I,KY,"TALLAHASSEE, FLA",FL,USA,4.0,True,Kentucky,False,False
4565520.0,Sa'Myah Smith,258,Cavaliers,Virginia Cavaliers,Virginia,Forward,F,23,618.0,77.0,172.0,7.0,34.0,20.0,30.0,43.0,114.0,157.0,32.0,14.0,17.0,36.0,51.0,181.0,20,75.0,68.2,26.9,7.9,6.8,1.4,0.6,0.7,1.6,11.7,10.2,2.1,0.9,1.1,2.3,44.8,20.6,66.7,46.8,48.9,10.0,True,74.0,Junior,FORWARD,LSU,True,ACC,I,VA,"TEXARKANA, TEXAS",TX,USA,3.0,True,Virginia,False,False
4565525.0,Amiya Joyner,99,Tigers,LSU Tigers,LSU,Forward,F,34,709.0,126.0,211.0,0.0,0.0,62.0,90.0,100.0,154.0,254.0,41.0,24.0,23.0,45.0,46.0,314.0,19,94.4,61.2,20.9,9.2,7.5,1.2,0.7,0.7,1.3,17.7,14.3,2.3,1.4,1.3,2.5,59.7,,68.9,59.7,62.6,2.0,True,74.0,Senior,FORWARD,East Carolina,False,SEC,I,LA,"FARMVILLE, NC",NC,USA,4.0,True,Louisiana,False,False
4583144.0,Cotie McMahon,145,Rebels,Ole Miss Rebels,Ole Miss,Forward,F,36,1080.0,246.0,546.0,36.0,126.0,175.0,238.0,47.0,138.0,185.0,109.0,40.0,15.0,99.0,80.0,703.0,36,75.2,62.2,30.0,19.5,5.1,3.0,1.1,0.4,2.8,26.0,6.9,4.0,1.5,0.6,3.7,45.1,28.6,73.5,48.4,54.0,5.0,True,,Senior,FORWARD,Ohio State,False,SEC,I,MS,"DAYTON, OHIO",OH,USA,4.0,True,Mississippi,False,False
4595843.0,Finau Tonga,135,Golden Gophers,Minnesota Golden Gophers,Minnesota,Forward,F,33,407.0,65.0,103.0,0.0,0.0,19.0,29.0,52.0,53.0,105.0,24.0,7.0,6.0,33.0,70.0,149.0,0,74.1,58.8,12.3,4.5,3.2,0.7,0.2,0.2,1.0,14.6,10.3,2.4,0.7,0.6,3.2,63.1,,65.5,63.1,64.4,4.0,True,74.0,Graduate Student,FORWARD,San Jose State/Salt Lake Community College/Saint Mary's,False,Big Ten,I,MN,"TAYLORSVILLE, UTAH",UT,USA,5.0,True,Minnesota,False,False
4596343.0,Demeara Hinds,228,Tigers,Clemson Tigers,Clemson,Forward,F,31,642.0,106.0,180.0,0.0,0.0,42.0,90.0,90.0,104.0,194.0,28.0,27.0,10.0,76.0,97.0,254.0,15,68.1,59.3,20.7,8.2,6.3,0.9,0.9,0.3,2.5,15.8,12.1,1.7,1.7,0.6,4.7,58.9,,46.7,58.9,57.8,8.0,True,75.0,Graduate Student,FORWARD,,False,ACC,I,SC,"DOUGLASVILLE, GA",GA,USA,5.0,False,South Carolina,False,False
4607456.0,Gia Cooke,277,Mountaineers,West Virginia Mountaineers,West Virginia,Guard,G,35,1043.0,160.0,423.0,59.0,177.0,146.0,189.0,21.0,48.0,69.0,54.0,34.0,0.0,74.0,60.0,525.0,34,76.3,58.4,29.8,15.0,2.0,1.5,1.0,0.0,2.1,20.1,2.6,2.1,1.3,0.0,2.8,37.8,33.3,77.2,44.8,51.9,4.0,True,,Junior,GUARD,,True,Big 12,I,WV,"UPPER MARLBORO, MD",MD,USA,3.0,False,West Virginia,False,False
4609797.0,Ta'Niya Latson,2579,Gamecocks,South Carolina Gamecocks,South Carolina,Guard,G,35,985.0,175.0,360.0,26.0,80.0,118.0,147.0,19.0,83.0,102.0,125.0,59.0,11.0,61.0,42.0,494.0,35,86.1,58.1,28.1,14.1,2.9,3.6,1.7,0.3,1.7,20.1,4.1,5.1,2.4,0.4,2.5,48.6,32.5,80.3,52.2,58.2,1.0,True,68.0,Senior,GUARD,,False,SEC,I,SC,"MIAMI, FLA",FL,USA,4.0,False,South Carolina,False,False
4610162.0,Madison St. Rose,163,Tigers,Princeton Tigers,Princeton,Guard,G,28,888.0,160.0,334.0,27.0,97.0,94.0,122.0,42.0,83.0,125.0,62.0,31.0,4.0,56.0,55.0,441.0,28,72.5,61.4,31.7,15.8,4.5,2.2,1.1,0.1,2.0,19.9,5.6,2.8,1.4,0.2,2.5,47.9,27.8,77.0,51.9,56.9,9.0,True,,Senior,GUARD,,False,Ivy League,I,NJ,"OLD BRIDGE, NJ",NJ,USA,4.0,False,New Jersey,False,False
4611769.0,Hailey Weaver,158,Cornhuskers,Nebraska Cornhuskers,Nebraska,Guard,G,31,378.0,25.0,76.0,12.0,29.0,13.0,22.0,16.0,40.0,56.0,29.0,27.0,10.0,24.0,35.0,75.0,13,79.1,67.4,12.2,2.4,1.8,0.9,0.9,0.3,0.8,7.9,5.9,3.1,2.9,1.1,2.5,32.9,41.4,59.1,40.8,43.8,11.0,True,72.0,Graduate Student,GUARD,Northwestern,False,Big Ten,I,NE,"SOLON, OHIO",OH,USA,5.0,True,Nebraska,False,False
4618080.0,Kaylene Smikle,120,Terrapins,Maryland Terrapins,Maryland,Guard,G,7,123.0,28.0,63.0,7.0,20.0,29.0,32.0,8.0,19.0,27.0,11.0,5.0,1.0,13.0,10.0,92.0,5,87.4,56.7,17.6,13.1,3.9,1.6,0.7,0.1,1.9,29.9,8.8,3.6,1.6,0.3,4.2,44.4,35.0,90.6,50.0,59.7,5.0,True,72.0,Senior,GUARD,Rutgers,False,Big Ten,I,MD,"BAY SHORE, NY",NY,USA,4.0,True,Maryland,False,False
4682766.0,Amaya Battle,135,Golden Gophers,Minnesota Golden Gophers,Minnesota,Guard,G,33,1030.0,140.0,366.0,13.0,41.0,74.0,89.0,54.0,194.0,248.0,119.0,39.0,9.0,72.0,60.0,367.0,33,74.1,58.8,31.2,11.1,7.5,3.6,1.2,0.3,2.2,14.3,9.6,4.6,1.5,0.3,2.8,38.3,31.7,83.1,40.0,45.3,4.0,True,71.0,Senior,GUARD,,False,Big Ten,I,MN,"HOPKINS, MINN",MN,USA,4.0,False,Minnesota,False,False
4682855.0,Justine Pissott,238,Commodores,Vanderbilt Commodores,Vanderbilt,Guard,G,34,1003.0,135.0,309.0,95.0,225.0,13.0,17.0,30.0,124.0,154.0,77.0,14.0,29.0,51.0,81.0,378.0,34,84.3,65.2,29.5,11.1,4.5,2.3,0.4,0.9,1.5,15.1,6.1,3.1,0.6,1.2,2.0,43.7,42.2,76.5,59.1,59.7,2.0,True,76.0,Senior,GUARD,,False,SEC,I,TN,"TOMS RIVER, NJ",NJ,USA,4.0,False,Tennessee,False,False
4682860.0,Kyla Oldacre,251,Longhorns,Texas Longhorns,Texas,Center,C,39,830.0,144.0,233.0,0.0,0.0,120.0,182.0,116.0,127.0,243.0,26.0,49.0,45.0,50.0,96.0,408.0,2,83.9,55.8,21.3,10.5,6.2,0.7,1.3,1.2,1.3,19.7,11.7,1.3,2.4,2.2,2.4,61.8,,65.9,61.8,65.2,1.0,True,78.0,Senior,CENTER,,False,Big 12,I,TX,"MASON, OHIO",OH,USA,4.0,False,Texas,False,False
4682913.0,Zee Spearman,2633,Lady Volunteers,Tennessee Lady Volunteers,Tennessee,Forward,F,30,786.0,112.0,292.0,24.0,103.0,58.0,95.0,88.0,86.0,174.0,29.0,25.0,38.0,72.0,84.0,306.0,27,76.4,69.6,26.2,10.2,5.8,1.0,0.8,1.3,2.4,15.6,8.9,1.5,1.3,1.9,3.7,38.4,23.3,61.1,42.5,45.8,8.0,True,76.0,Senior,FORWARD,Miami,False,SEC,I,TN,"DACULA, GA",GA,USA,4.0,True,Tennessee,False,False
4682955.0,Talaysia Cooper,2633,Lady Volunteers,Tennessee Lady Volunteers,Tennessee,Guard,G,29,759.0,184.0,429.0,61.0,178.0,35.0,49.0,33.0,104.0,137.0,104.0,78.0,9.0,81.0,65.0,464.0,25,76.1,70.3,26.2,16.0,4.7,3.6,2.7,0.3,2.8,24.5,7.2,5.5,4.1,0.5,4.3,42.9,34.3,71.4,50.0,51.5,8.0,True,,Junior,GUARD,South Carolina,True,SEC,I,TN,"TURBEVILLE, SC",SC,USA,3.0,True,Tennessee,False,False
